"ID","Clee","Nombre de la Unidad Económica","Razón social","Código de la clase de actividad SCIAN","Nombre de clase de la actividad","Descripcion estrato personal ocupado","Tipo de vialidad","Nombre de la vialidad","Tipo de entre vialidad 1","Nombre de entre vialidad 1","Tipo de entre vialidad 2","Nombre de entre vialidad 2","Tipo de entre vialidad 3","Nombre de entre vialidad 3","Número exterior o kilómetro","Letra exterior","Edificio","Edificio Piso","Número interior","Letra interior","Tipo de asentamiento humano","Nombre de asentamiento humano","Tipo centro comercial","Corredor industrial, centro comercial o mercado público","Número de local","Código Postal","Clave entidad","Entidad federativa","Clave municipio","Municipio","Clave localidad","Localidad","Área geoestadística básica ","Manzana","Número de teléfono","Correo electrónico","Sitio en Internet","Tipo de establecimiento","Latitud","Longitud","Fecha de incorporación al DENUE"
"11288770","19048722517001903000000000U2","PIZZA DE PRIZA","LOMAR INDUSTRIAS SA DE CV","722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","11 a 30 personas","AVENIDA","LICENCIADO MANUEL ORDOÑEZ","CALLE","URANO","CALLE","LUIS E. CANAVATI","AVENIDA","LICENCIADO MANUEL ORDOÑEZ","2401","C",,,,,"COLONIA","PUERTA DEL SOL",,,,"66358","19","NUEVO LEÓN   ","048","Santa Catarina","0001","Ciudad Santa Catarina","0441","001","8183848332","PIZZADEPRIZA@GMAIL.COM","WWW.PIZZADEPRIZA.COM","Fijo","25.68113944","-100.48372286","2024-11"
"11090909","19006722517004953000000000U2","PIZZA DE PRIZZA","ALMARE RESTAURANTES SA DE CV","722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","11 a 30 personas","BOULEVARD","JULIAN TREVIÑO ELIZONDO","PRIVADA","NINGUNO","AVENIDA","MIGUEL ALEMAN","CALLE","PRIVADA LA CASTAÑA","100",,"ALTEA HUINALA","PLANTA BAJA",,,"COLONIA","EL MILAGRO","CENTRO Y PLAZA COMERCIAL","ALTEA HUINALA","SN","66634","19","NUEVO LEÓN   ","006","Apodaca","0001","Ciudad Apodaca","0583","001",,"PDPRIZZA.ALTEA@GMAIL.COM",,"Fijo","25.74733865","-100.19828217","2024-11"
"2978177","19046531113001441000000000U1","PIZZA DE PRIZZA",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","11 a 30 personas","AVENIDA","CASA BLANCA","CALLE","CAMPESTRE","CALLE","MEXICO","CALLE","CASA DORADA","342",,,,"0",,"COLONIA","LOS ANGELES",,,,"66475","19","NUEVO LEÓN   ","046","San Nicolás de los Garza","0001","San Nicolás de los Garza","1572","025",,"PIZZADEPIZZA@CASABLANCAGIALM.COM",,"Fijo","25.73218882","-100.23524388","2014-12"
"8667306","19039722517004902000000000U0","PIZZA DEPIZZA",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","6 a 10 personas","CALLE","AVENIDA DE LOS ASTROS","CALLE","CALLE DEL CAMPO","CALLE","LAGO MIL LAGOS","CALLE","LAGO MIL LAGOS","0","SN",,,"701",,"COLONIA","URBIVILLA COLONIAL",,,,"64103","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","4835","114",,"PIZZADEPRIZZASUCASTROS@GMAIL.COM",,"Fijo","25.77505573","-100.40103246","2019-11"
"9291317","19026722517005151000000000U0","PIZZA DEPRIZZA",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","6 a 10 personas","AVENIDA","MEXICO","CALLE","COSMOPOLITA","CALLE","NINGUNO","CALLE","TOMAS CUEVAS","0","SN",,,,,"COLONIA","AVANTE RESIDENCIAL",,,,"67113","19","NUEVO LEÓN   ","026","Guadalupe","0001","Guadalupe","246A","031",,,,"Fijo","25.71704527","-100.19203111","2020-11"
"7540914","19046722517002193000000000U3","PIZZA DEPRIZZA",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","11 a 30 personas","AVENIDA","SANTO DOMINGO","OTRO(ESPECIFIQUE)","NINGUNO","AVENIDA","AVENIDA DEL ARROYO","OTRO(ESPECIFIQUE)","NINGUNO","0","SN",,,,,"COLONIA","VALLE DE SANTO DOMINGO SECTOR 1",,,,"66438","19","NUEVO LEÓN   ","046","San Nicolás de los Garza","0001","San Nicolás de los Garza","0907","045",,,,"Fijo","25.75239152","-100.26401288","2019-11"
"8754050","19026722517003432000000000U6","PIZZA DEPRIZZA","MARLI LAND SA DE CV","722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","0 a 5 personas","AVENIDA","ADOLFO RUIZ CORTINES","CALLE","HERCULES","AVENIDA","LAS AMERICAS","CALLE","FRANCISCO SARABIA","120",,,,"0",,"COLONIA","NUEVA LIBERTAD",,,,"67120","19","NUEVO LEÓN   ","026","Guadalupe","0001","Guadalupe","0073","010",,"DEPRIZAAMERICAS@GMAIL.COM",,"Fijo","25.70315442","-100.24676028","2019-11"
"9724040","19039722517009663000000000U3","PIZZA DEPRIZZA",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","11 a 30 personas","AVENIDA","AZTLAN","ANDADOR","MELOCOTONES","CALLE","MONTE ALTO","CALLE","MONTE LLANO","8908",,,,,,"COLONIA","SAN BERNABE II SECTOR",,,,"64104","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","2612","038",,,,"Fijo","25.75649117","-100.36732964","2024-11"
"8794406","19026722517003523000000000S2","PIZZA DEPRIZZA",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","6 a 10 personas","AVENIDA","MELCHOR OCAMPO","CALLE","HUINALA-MONTERREY","CALLE","PLATA","CALLE","HUINALA-MONTERREY","0","SN",,,,,"COLONIA","TORREMOLINOS",,,,"67117","19","NUEVO LEÓN   ","026","Guadalupe","0001","Guadalupe","1813","042",,"PIZZADEPRIZZATORREMOLINOS@GMAIL.COM",,"Fijo","25.72990125","-100.19940644","2019-11"
"7541292","19046722517002313000000000U7","PIZZA DEPRIZZA",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","0 a 5 personas","AVENIDA","SENDERO NORTE","CALLE","BARCELONA","AVENIDA","REPUBLICA MEXICANA","OTRO(ESPECIFIQUE)",,,"SN",,,"0",,"COLONIA","VALLE DE LAS ALAMEDAS",,,,"66410","19","NUEVO LEÓN   ","046","San Nicolás de los Garza","0001","San Nicolás de los Garza","0447","069",,,,"Fijo","25.76972358","-100.27155439","2019-11"
"10854936","19021722517003261000000000U0","PIZZA DEPRIZZA",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","0 a 5 personas","AVENIDA","LICENCIADO ADOLFO LOPEZ MATEOS","CALLE","BALCONES DEL NORTE","CALLE","CHAYOTE","AVENIDA","LICENCIADO ADOLFO LOPEZ MATEOS","0","SN",,,,,"FRACCIONAMIENTO","BALCONES DEL NORTE",,,,"66050","19","NUEVO LEÓN   ","021","General Escobedo","0001","Ciudad General Escobedo","1450","016","8111014935",,,"Fijo","25.80853195","-100.26301143","2024-11"
"11833207","19046722517003841000000000S6","PIZZA DEPRIZZA","PIZZA DEPRIZZA SA DE CV","722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","0 a 5 personas","AVENIDA","ALMAZAN","CALLE","AGUSTIN LARA","CALLE","RICARDO CASTRO","CALLE","JORGE DEL MORAL","0","SN",,,"413","A","COLONIA","LOMAS DEL ROBLE",,,,"66450","19","NUEVO LEÓN   ","046","San Nicolás de los Garza","0001","San Nicolás de los Garza","0485","038","8111870029",,,"Fijo","25.73752363","-100.31991702","2025-04"
"9533898","19048722517001793000000000U7","PIZZA DEPRIZZA","ALCEGA INDUSTRIAS SA DE CV","722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","11 a 30 personas","AVENIDA","MIGUEL ALEMAN","CALLE","1","CALLE","SIERRA SAN COSME","CALLE","1","216",,,,,,"COLONIA","INFONAVIT",,,,"66354","19","NUEVO LEÓN   ","048","Santa Catarina","0001","Ciudad Santa Catarina","0920","027",,,,"Fijo","25.66178584","-100.45814318","2024-11"
"10134353","19006722517004581000000000S1","PIZZA DEPRIZZA FRANQUICIA",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","0 a 5 personas","AVENIDA","CAMINO AL MEZQUITAL","OTRO(ESPECIFIQUE)","NINGUNO","BOULEVARD","CARLOS SALINAS DE GORTARI","AVENIDA","CAMINO AL MEZQUITAL","0","SN",,,,,"FRACCIONAMIENTO","LA MORALEJA",,,,"66632","19","NUEVO LEÓN   ","006","Apodaca","0001","Ciudad Apodaca","0206","084","8125781022","DEPRIZZAMORALEJA@GMAIL.COM",,"Fijo","25.7498755","-100.22709737","2024-11"
"8732040","19021722517001813000000000S0","PIZZA DEPRIZZA PUERTA DEL SOL",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","11 a 30 personas","DIAGONAL","LATERAL AVENIDA LICENCIADO RAUL SALINAS LOZANO","AVENIDA","LAS TORRES","AVENIDA","UNION","CALLE","CADIZ","0","SN",,,,,"FRACCIONAMIENTO","PUERTA DEL SOL",,,,"66070","19","NUEVO LEÓN   ","021","General Escobedo","0001","Ciudad General Escobedo","1484","003",,"DEPRIZZA.PUERTADELSOL@GMAIL.COM",,"Fijo","25.80487704","-100.34187177","2019-11"
"11609791","19006722517004411000000000U1","PIZZA DOMINIO",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","0 a 5 personas","CALLE","FILANDESES","CALLE","CIRCUITO CONTINENTAL","AVENIDA","DOMINO","CALLE","IRLANDESES","111",,,,"111",,"PRIVADA","PRIVADA DOMINIO",,,,"66646","19","NUEVO LEÓN   ","006","Apodaca","0389","Fraccionamiento Misión de San Javier","2630","013","8115039831",,,"Fijo","25.7454599","-100.15602523","2024-11"
"10997999","19046722517003691000000000U5","PIZZA DON CANGREJO",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","0 a 5 personas","AVENIDA","SANTO DOMINGO","CALLE","SATURNINO HERNAN","CALLE","PEDRO CORONEL","CALLE","JOSE GUADALUPE POSADA","697",,,,"1",,"COLONIA","BOSQUES DEL ROBLE",,,,"66413","19","NUEVO LEÓN   ","046","San Nicolás de los Garza","0001","San Nicolás de los Garza","0894","027",,"ADEMPIZZADONCANGREGO@GMAIL.COM",,"Fijo","25.75544741","-100.28303167","2024-11"
"9030363","19026722517003202000000000U3","PIZZA DPRIZZA",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","11 a 30 personas","AVENIDA","ELOY CAVAZOS","CALLE","ANDRES VIESCA","AVENIDA","13 DE MAYO","CALLE","GENERAL GONZALEZ ORTEGA","3819",,,,"0",,"COLONIA","TRECE DE MAYO",,,,"67180","19","NUEVO LEÓN   ","026","Guadalupe","0001","Guadalupe","0798","005",,"PIZZADEPRIZZAMIRADOR@HOTMAIL.COM",,"Fijo","25.65792323","-100.22236019","2019-11"
"8754477","19046722517001882000000000U2","PIZZA DPRIZZA",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","0 a 5 personas","AVENIDA","ROMULO GARZA","AVENIDA","ROBERTO GARZA SADA","AVENIDA","JUAN PABLO II","AVENIDA","CALZADA UNION","400",,"SORIANA HIPER LOS ANGELES","ESTACIONAMIENTO","16",,"COLONIA","ANTIGUO CORRAL DE PIEDRA","CENTRO Y PLAZA COMERCIAL","SORIANA HIPER LOS ANGELES","A-19","66490","19","NUEVO LEÓN   ","046","San Nicolás de los Garza","0001","San Nicolás de los Garza","0362","005",,,"WWW.PIZZADEPRIZZA.COM","Fijo","25.71124149","-100.26259045","2019-11"
"11831760","19039722517011011000000000U1","PIZZA FOODS",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","0 a 5 personas","CALLE","LUCHA DE CLASES","CALLE","HERMANOS FLORES MAGON","CALLE","BATALLONES ROJOS","CALLE","UNIDAD OBRERA","0","SN",,,,,"COLONIA","CROC",,,,"64200","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","2383","009",,,,"Fijo","25.77922793","-100.37116275","2025-04"
"9523063","19021722517003341000000000U0","PIZZA GEMA",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","0 a 5 personas","CALLE","JUAN PABLO II","CALLE","SAN INOCENCIO I","CALLE","SAN BONIFACIO I","CALLE","SANTOS INOCENTES","400",,,,,,"FRACCIONAMIENTO","PRADERAS DE SAN FRANCISCO",,,,"66005","19","NUEVO LEÓN   ","021","General Escobedo","0153","Praderas de San Francisco","0081","045","8114093229",,,"Fijo","25.81954216","-100.40698002","2024-11"
"11056257","19039722517009361000000000U4","PIZZA HACHA",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","0 a 5 personas","AVENIDA","EUGENIO GARZA SADA","PRIVADA","NINGUNO","CALLE","LOMA DE LOS PINOS","AVENIDA","EUGENIO GARZA SADA","972",,"PLETORICO","PISO 1","6",,"COLONIA","LA ESTANZUELA","PASAJE Y ANDADOR COMERCIAL","PLETORICO","6","64988","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","2932","003",,,,"Semifijo","25.5904185","-100.25966668","2024-11"
"11128136","19006722517004772000000000S6","PIZZA HUT","AC POLLO DEL VALLE SA DE CV","722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","6 a 10 personas","AVENIDA","LA CONCORDIA","AVENIDA","CAMINO REAL MEZQUITAL SANTA ROSA","CALLE","MAPLE","CALLE","SABINO","0","SN","SENDERO APODACA","PLANTA BAJA",,"M","COLONIA","EBANOS","CENTRO Y PLAZA COMERCIAL","SENDERO APODACA","N","66612","19","NUEVO LEÓN   ","006","Apodaca","0001","Ciudad Apodaca","2255","001",,,,"Fijo","25.78387778","-100.23432006","2024-11"
"11803695","19046722517003822000000000U6","PIZZA HUT","DESARROLLDORA DE INMOVILIARIA DE RESTAURANTES SA DE CV","722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","6 a 10 personas","CALLE","PERICLES","CALLE","6","CALLE","TESALIA","CALLE","ANDROS","0","SN",,,,,"COLONIA","VALLE DE SAN CARLOS",,,,"66437","19","NUEVO LEÓN   ","046","San Nicolás de los Garza","0001","San Nicolás de los Garza","1515","024",,,,"Fijo","25.75118228","-100.25566361","2025-04"
"6217679","19026722110000553000037797S8","PIZZA HUT","AC POLLO NORESTE SA DE CV","722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","11 a 30 personas","AVENIDA","PABLO LIVAS","AVENIDA","MAESTRO ISRAEL CAVAZOS GARZA","OTRO(ESPECIFIQUE)","NINGUNO","AVENIDA","DE LOS LIRIOS","7601","A","SUN MULL","PLANTA BAJA",,,"COLONIA","TRES CAMINOS","CENTRO Y PLAZA COMERCIAL","SUN MULL","7701","67190","19","NUEVO LEÓN   ","026","Guadalupe","0001","Guadalupe","1635","033",,"PLAZASUNMALL@POLLO.COM",,"Fijo","25.65671059","-100.18504269","2010-07"
"11760602","19039722517011003000000000U8","PIZZA HUT","DESARROLLADORA INMOBILIARIA DE RESTAURANTES SA DE CV","722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","11 a 30 personas","AVENIDA","FUNDIDORA","CALLE","ANTONIO COELLO","CALLE","ADOLFO PRIETO","CALLE","FRANCISCO MARQUEZ","0","SN",,,,,"COLONIA","OBEERA",,,,"64010","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","2716","073","8141515287","MX0940@PIZZAHUT.COM.MX",,"Fijo","25.67537113","-100.28993825","2025-04"
"10585751","19026722517005392000000000S0","PIZZA HUT","DESARROLLADOR INMOBILIARIA DE RESTAURANTES SA","722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","6 a 10 personas","AVENIDA","BENITO JUAREZ","CALLE","LICENCIADO SEBASTIAN LERDO DE TEJADA","CALLE","IGNACIO LOPEZ RAYON","CALLE","INDEPENDENCIA","0","SN",,,"514",,"COLONIA","CENTRO",,,,"67100","19","NUEVO LEÓN   ","026","Guadalupe","0001","Guadalupe","0302","011","8117401183",,,"Fijo","25.6796504","-100.25361379","2024-11"
"9670041","19048722517001662000000000U4","PIZZA HUT","PIZZA FUT S DE RL DE CV","722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","6 a 10 personas","CARRETERA","MONTERREY SALTILLO","CALLE","INDUSTRIALES DEL PONIENTE","CALLE","SIERRA SAN MIGUEL","CARRETERA","MONTERREY-SALTILLO","2601",,"TOPJUMP","PLANTA BAJA",,,"PARQUE INDUSTRIAL","PARQUE","CENTRO Y PLAZA COMERCIAL","TOPJUMP","4","66367","19","NUEVO LEÓN   ","048","Santa Catarina","0001","Ciudad Santa Catarina","112A","033",,,"WWW.PIZZAHUT.ES","Fijo","25.68688091","-100.49324885","2024-11"
"11321275","19039722517009012000037797S3","PIZZA HUT",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","6 a 10 personas","CARRETERA","NACIONAL","RETORNO","NINGUNO","AVENIDA","LA RIOJA","CALLE","MANZANA O EDIFICACION CONTIGUA","268",,"215","PISO 1",,,"ZONA COMERCIAL","PASEO LA RIOJA","CENTRO Y PLAZA COMERCIAL","ESFERA CITY MONTERREY","215","64988","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","2985","053","8188000338",,,"Fijo","25.57757838","-100.24745523","2024-11"
"10022728","19046722517003393000000000U8","PIZZA HUT UNIVERSIDAD","DESARROLLADORA INMOBILIARIA DE RESTAURANTES RL. DE CV. SA DE CV","722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","11 a 30 personas","AVENIDA","UNIVERSIDAD","CALLE","TORREON","CALLE","ANAHUAC","AVENIDA","CENTRAL","0","SN",,,,,"COLONIA","CHAPULTEPEC",,,,"66450","19","NUEVO LEÓN   ","046","San Nicolás de los Garza","0001","San Nicolás de los Garza","1642","019",,,,"Fijo","25.74203072","-100.30166024","2024-11"
"9940516","19039722517008971000000000U1","PIZZA JOMBOLI",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","0 a 5 personas","CALLE","GENERAL AARON SAENZ","CALLE","NICEFORO ZAMBRANO","CALLE","TAMEZ","CALLE","GENARO SALINAS QUIROGA","3731",,,,,,"COLONIA","EDUARDO A ELIZONDO",,,,"64940","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","3767","007","8118788406","JOMBOLIE@GMAIL.COM",,"Fijo","25.61056912","-100.27382255","2024-11"
"9798641","19021722517003071000000000U3","PIZZA JOSS",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","0 a 5 personas","AVENIDA","SEGUNDA AVENIDA","CALLE","NINGUNO","CALLE","EUCALIPTO","CALLE","ALAMO ORIENTE","1204","B",,,,,"FRACCIONAMIENTO","PALMIRAS RESIDENCIAL",,,,"66084","19","NUEVO LEÓN   ","021","General Escobedo","0155","Palmiras","0109","022",,,,"Fijo","25.8439279","-100.42649641","2024-11"
"11615184","19048722517001761000000000U4","PIZZA KITCHEN",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","0 a 5 personas","CALLE","TENOCHTITLAN","CALLE","HUEMAN","CALLE","NEZAHUALCOYOTL","CALLE","CHIMALPOPOCA","0","SN",,,,,"COLONIA","RINCON DE LAS MITRAS",,,,"66139","19","NUEVO LEÓN   ","048","Santa Catarina","0001","Ciudad Santa Catarina","0189","016",,,,"Fijo","25.68507702","-100.4287493","2024-11"
"11536999","19021722517003633000000000U0","PIZZA LOK",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","11 a 30 personas","AVENIDA","LAS LOMAS","CALLE","MANGO","CALLE","LIMA","CALLE","LIMA","161",,,,,,"COLONIA","LOMAS DE SAN GENARO",,,,"66070","19","NUEVO LEÓN   ","021","General Escobedo","0001","Ciudad General Escobedo","1499","012","8135263445","PIZZALOCA214@GMAIL.COM","WWW.LAPIZZALOK.COM.MX","Fijo","25.78235218","-100.33943203","2024-11"
"10196126","19048722517001452000000000U0","PIZZA LOVERS",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","6 a 10 personas","CALLE","MANZANA O EDIFICACION CONTIGUA","AVENIDA","TORRE NORTE","ANDADOR","NINGUNO","CALLE","RIO PAPAGAYO","214",,,,,,"COLONIA","BOSQUES DE LAHUASTECA",,,,"66367","19","NUEVO LEÓN   ","048","Santa Catarina","0001","Ciudad Santa Catarina","1628","010","8116047351",,,"Fijo","25.6994528","-100.49975539","2024-11"
"8641999","19026722517003791000000000U5","PIZZA LULIS",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","0 a 5 personas","CALLE","RIO PANUCO","CALLE","RIO PAPALOAPAN","CALLE","RIO TRINIDAD","CALLE","RIO GRIJALVA","416",,,,"0",,"COLONIA","RESIDENCIAL DOS RIOS",,,,"67196","19","NUEVO LEÓN   ","026","Guadalupe","0001","Guadalupe","2258","006","8131631530",,,"Fijo","25.67825344","-100.16243965","2019-11"
"8754456","19026722517003471000000000U4","PIZZA MAZZINO",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","0 a 5 personas","AVENIDA","ELOY CAVAZOS","AVENIDA","VALPARAISO","AVENIDA","PABLO LIVAS","AVENIDA","PABLO LIVAS",,"SN",,,,,"COLONIA","LA PASTORA",,,,"67140","19","NUEVO LEÓN   ","026","Guadalupe","0001","Guadalupe","1118","001",,,,"Fijo","25.66144538","-100.25353831","2019-11"
"9351306","19039722517008191000000000U6","PIZZA PALACE",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","0 a 5 personas","AVENIDA","ALEJANDRO DE RODAS","AVENIDA","CUMBRES ELITE","AVENIDA","ALEJANDRO DE RODAS","AVENIDA","PASEO DE LOS LEONES","134","6",,,,"D","COLONIA","ALEJANDRO DE RODAS",,,,"66050","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","5208","025",,"PIZZAPALACEMX@GMAIL.COM",,"Fijo","25.74202946","-100.40647317","2021-05"
"11168598","19048722517001461000000000U1","PIZZA PLANETA",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","0 a 5 personas","AVENIDA","PERIMETRAL NORTE","CALLE","GOLFO DE MEXICO","CALLE","LOMAS DEL PONIENTE","CALLE","BAHIA BLANCA","232",,,,,,"COLONIA","LOMAS DEL PONIENTE",,,,"66369","19","NUEVO LEÓN   ","048","Santa Catarina","0001","Ciudad Santa Catarina","1257","022","8180764061",,,"Fijo","25.69702531","-100.45524026","2024-11"
"10826648","19021722517003042000084473S4","PIZZA REGIA",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","6 a 10 personas","AVENIDA","LAS TORRES","CALLE","SILICIO","CALLE","GRAFITO","CALLE","XENON","328",,,,,,"COLONIA","PEDREGAL DEL TOPO CHICO",,,,"66061","19","NUEVO LEÓN   ","021","General Escobedo","0001","Ciudad General Escobedo","0382","004","8122637392","PIZZAREGIA@HOTMAIL.COM.MX",,"Fijo","25.80889102","-100.3640854","2024-11"
"10492725","19021722517003861000000000U7","PIZZA SIN NOMBRE",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","0 a 5 personas","CALLE","JUSTICIA","CALLE","DIGNIDAD","CALLE","BALCONES DEL NORTE","CALLE","CIENCIA","0","SN",,,,,"FRACCIONAMIENTO","BALCONES DEL NORTE",,,,"66050","19","NUEVO LEÓN   ","021","General Escobedo","0001","Ciudad General Escobedo","1450","006",,,,"Fijo","25.81330475","-100.26448218","2024-11"
"8261357","19026722517004261000000000U8","PIZZA STAR",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","0 a 5 personas","CALLE","EMILIANO ZAPATA","CALLE","HUMBERTO RAMOS LOZANO","CALLE","ALFREDO GONZALEZ TREVIÑO","AVENIDA","FRANCISCO VILLA","261",,,,"0",,"COLONIA","31 DE DICIEMBRE",,,,"67257","19","NUEVO LEÓN   ","026","Guadalupe","0001","Guadalupe","214A","020",,,,"Fijo","25.66747487","-100.13815683","2019-11"
"11345486","19006722517005001000000000U9","PIZZA STRIKE",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","0 a 5 personas","OTRO(ESPECIFIQUE)","NINGUNO","OTRO(ESPECIFIQUE)","TERRENO BALDIO","OTRO(ESPECIFIQUE)","CANAL","OTRO(ESPECIFIQUE)","CAMINO","6500",,"MULTICOMERCIAL APODACA","PLANTA BAJA",,,"COLONIA","PRADOS DE SANTA ROSA","CENTRO Y PLAZA COMERCIAL","MULTICOMERCIAL APODACA","176","66610","19","NUEVO LEÓN   ","006","Apodaca","0379","Prados de Santa Rosa","2005","034",,,,"Fijo","25.79480874","-100.22379299","2024-11"
"10574914","19039722517010313000000000U2","PIZZA STUDIO","PIZZA STUDIO MONTERREY SA DE CV","722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","11 a 30 personas","CALLE","BELISARIO DOMINGUEZ","AVENIDA","DOCTOR JOSE ELEUTERIO GONZALEZ","CALLE","ALPES","CALLE","LIC JOSE BENITEZ","2725",,"PARALELO OBISPADO","MEZZANINE","113",,"COLONIA","OBISPADO","CENTRO Y PLAZA COMERCIAL","PARALELO OBISPADO","13","64060","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","4144","011",,"PIZZASTUDIOMTY@GMAIL.COM",,"Fijo","25.6746435","-100.35083165","2024-11"
"7679161","19006722517002701000000000U7","PIZZA TREBOLES",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","0 a 5 personas","AVENIDA","DAMASCO","CALLE","NOGAL","CALLE","LILA","CALLE","CEREZO","558",,,,"0",,"COLONIA","TREBOLES",,,,"66646","19","NUEVO LEÓN   ","006","Apodaca","0001","Ciudad Apodaca","2363","002",,,,"Fijo","25.76395245","-100.13993538","2019-11"
"11740612","19019722517001061000000000U0","PIZZA VELOCE",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","0 a 5 personas","CALLE","RIO MISSISSIPI","CALLE","RIO MOCTEZUMA","CALLE","RIO ROSAS","CALLE","RIO COLORADO","301",,"CENTRO Y PLAZA COMERCIAL SIN NOMBRE","PLANTA BAJA","4",,"COLONIA","DEL VALLE","CENTRO Y PLAZA COMERCIAL","CENTRO Y PLAZA COMERCIAL SIN NOMBRE","4","66220","19","NUEVO LEÓN   ","019","San Pedro Garza García","0001","San Pedro Garza García","0083","003",,,,"Fijo","25.65751687","-100.36143517","2025-04"
